locus_tag	ftype	length_bp	gene	EC_number	COG	product
BINKAFHJ_04044	CDS	1488				hypothetical protein
BINKAFHJ_04045	CDS	1197	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
BINKAFHJ_04046	CDS	831				hypothetical protein
BINKAFHJ_04047	CDS	2439				hypothetical protein
BINKAFHJ_04048	CDS	1098	cdaR_3		COG3835	Carbohydrate diacid regulator
BINKAFHJ_04049	CDS	1188	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BINKAFHJ_04050	CDS	699	ubiE	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BINKAFHJ_04051	CDS	225				hypothetical protein
BINKAFHJ_04052	CDS	255	cueR		COG0789	HTH-type transcriptional regulator CueR
BINKAFHJ_04053	CDS	705	ecfT_3			Energy-coupling factor transporter transmembrane protein EcfT
BINKAFHJ_04054	CDS	1011				hypothetical protein
BINKAFHJ_04055	CDS	1494				hypothetical protein
BINKAFHJ_04056	CDS	2262				hypothetical protein
BINKAFHJ_04057	CDS	372				hypothetical protein
BINKAFHJ_04058	CDS	2856				hypothetical protein
BINKAFHJ_04059	CDS	2844				hypothetical protein
BINKAFHJ_04060	CDS	3525	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
BINKAFHJ_04061	CDS	156				hypothetical protein
BINKAFHJ_04062	CDS	3306	addA_1	3.6.4.12		ATP-dependent helicase/nuclease subunit A
BINKAFHJ_04063	CDS	2898	addB_1	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
BINKAFHJ_04064	CDS	354				hypothetical protein
BINKAFHJ_04065	CDS	822				hypothetical protein
BINKAFHJ_04066	CDS	750	cobB	3.5.1.-	COG0846	NAD-dependent protein deacetylase
BINKAFHJ_04067	CDS	309				hypothetical protein
BINKAFHJ_04068	CDS	1248				hypothetical protein
BINKAFHJ_04069	CDS	354				hypothetical protein
BINKAFHJ_04070	CDS	930	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
BINKAFHJ_04071	CDS	951				hypothetical protein
BINKAFHJ_04072	CDS	684				hypothetical protein
BINKAFHJ_04073	CDS	192				hypothetical protein
BINKAFHJ_04074	CDS	144				hypothetical protein
BINKAFHJ_04075	CDS	207				hypothetical protein
BINKAFHJ_04076	CDS	369				hypothetical protein
BINKAFHJ_04077	CDS	1122				hypothetical protein
BINKAFHJ_04078	CDS	324				hypothetical protein
BINKAFHJ_04079	CDS	210				hypothetical protein
BINKAFHJ_04080	CDS	957	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
BINKAFHJ_04081	CDS	2466				hypothetical protein
BINKAFHJ_04082	CDS	3090				hypothetical protein
BINKAFHJ_04083	CDS	1065				hypothetical protein
BINKAFHJ_04084	CDS	1437				hypothetical protein
BINKAFHJ_04085	CDS	492				hypothetical protein
BINKAFHJ_04086	CDS	201				hypothetical protein
BINKAFHJ_04087	CDS	600				hypothetical protein
BINKAFHJ_04088	CDS	171				hypothetical protein
BINKAFHJ_04089	CDS	150				hypothetical protein
BINKAFHJ_04090	CDS	279				hypothetical protein
BINKAFHJ_04091	CDS	270				hypothetical protein
BINKAFHJ_04092	CDS	1275				hypothetical protein
BINKAFHJ_04093	CDS	3456				hypothetical protein
BINKAFHJ_04094	CDS	609				hypothetical protein
BINKAFHJ_04095	CDS	1419				hypothetical protein
BINKAFHJ_04096	CDS	210	sigK_2		COG1191	RNA polymerase sigma-K factor
BINKAFHJ_04097	CDS	1422				hypothetical protein
BINKAFHJ_04098	CDS	252				hypothetical protein
BINKAFHJ_04099	CDS	1197				hypothetical protein
BINKAFHJ_04100	CDS	930				hypothetical protein
BINKAFHJ_04101	CDS	1152				hypothetical protein
BINKAFHJ_04102	CDS	309				hypothetical protein
BINKAFHJ_04103	CDS	969				hypothetical protein
BINKAFHJ_04104	CDS	213				hypothetical protein
BINKAFHJ_04105	CDS	1623	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BINKAFHJ_04106	CDS	2883	uvrA			UvrABC system protein A
BINKAFHJ_04107	CDS	1998	uvrB			UvrABC system protein B
BINKAFHJ_04108	CDS	780	pomA_2		COG1291	Chemotaxis protein PomA
BINKAFHJ_04109	CDS	774	motB_2		COG1360	Motility protein B
BINKAFHJ_04110	CDS	1293	minJ		COG0265	Cell division topological determinant MinJ
BINKAFHJ_04111	CDS	1512	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
BINKAFHJ_04112	CDS	1227				hypothetical protein
BINKAFHJ_04113	CDS	918	ftsX		COG2177	Cell division protein FtsX
BINKAFHJ_04114	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
BINKAFHJ_04115	CDS	1494				hypothetical protein
BINKAFHJ_04116	CDS	1416	argH_3	4.3.2.1	COG0165	Argininosuccinate lyase
BINKAFHJ_04117	CDS	1239	argG	6.3.4.5	COG0137	Argininosuccinate synthase
BINKAFHJ_04118	CDS	960	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
BINKAFHJ_04119	CDS	1191	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
BINKAFHJ_04120	CDS	783	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BINKAFHJ_04121	CDS	1230	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
BINKAFHJ_04122	CDS	1050	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
BINKAFHJ_04123	CDS	1041				hypothetical protein
BINKAFHJ_04124	CDS	1002	prfB			Peptide chain release factor 2
BINKAFHJ_04125	CDS	2505	secA		COG0653	Protein translocase subunit SecA
BINKAFHJ_04126	CDS	555	yvyD		COG1544	Ribosome hibernation promotion factor
BINKAFHJ_04127	misc_RNA	384				cspA
BINKAFHJ_04128	CDS	198	cspB_3			Cold shock protein CspB
BINKAFHJ_04129	CDS	345				hypothetical protein
BINKAFHJ_04130	CDS	390	fliS		COG1516	Flagellar secretion chaperone FliS
BINKAFHJ_04131	CDS	1572	fliD		COG1345	Flagellar hook-associated protein 2
BINKAFHJ_04132	CDS	378				hypothetical protein
BINKAFHJ_04133	CDS	558				IS1182 family transposase ISBsp4
BINKAFHJ_04134	CDS	870				IS1182 family transposase ISAco1
BINKAFHJ_04135	CDS	1182				hypothetical protein
BINKAFHJ_04136	CDS	609				hypothetical protein
BINKAFHJ_04137	CDS	171				hypothetical protein
BINKAFHJ_04138	CDS	366				hypothetical protein
BINKAFHJ_04139	CDS	1422				hypothetical protein
BINKAFHJ_04140	CDS	927				hypothetical protein
BINKAFHJ_04141	CDS	894				hypothetical protein
BINKAFHJ_04142	CDS	192				hypothetical protein
BINKAFHJ_04143	CDS	1776				hypothetical protein
BINKAFHJ_04144	CDS	300				hypothetical protein
BINKAFHJ_04145	CDS	882				hypothetical protein
BINKAFHJ_04146	CDS	333				hypothetical protein
BINKAFHJ_04147	CDS	189				hypothetical protein
BINKAFHJ_04148	CDS	372				hypothetical protein
BINKAFHJ_04149	CDS	351				hypothetical protein
BINKAFHJ_04150	CDS	2328				hypothetical protein
BINKAFHJ_04151	CDS	261				hypothetical protein
BINKAFHJ_04152	CDS	309				hypothetical protein
BINKAFHJ_04153	CDS	1194				IS1182 family transposase ISDre5
BINKAFHJ_04154	CDS	1254				hypothetical protein
BINKAFHJ_04155	CDS	384				hypothetical protein
BINKAFHJ_04156	CDS	219				hypothetical protein
BINKAFHJ_04157	CDS	339				hypothetical protein
BINKAFHJ_04158	CDS	201	copZ_2		COG2608	Copper chaperone CopZ
BINKAFHJ_04159	CDS	2430	copA_2	3.6.3.54	COG2217	Copper-exporting P-type ATPase
BINKAFHJ_04160	CDS	624		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
BINKAFHJ_04161	CDS	1191				hypothetical protein
BINKAFHJ_04162	CDS	444				hypothetical protein
BINKAFHJ_04163	CDS	2199				hypothetical protein
BINKAFHJ_04164	CDS	825				hypothetical protein
BINKAFHJ_04165	CDS	693	regX3_2		COG0745	Sensory transduction protein regX3
BINKAFHJ_04166	CDS	1080	sasA_21	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_04167	CDS	900				hypothetical protein
BINKAFHJ_04168	CDS	1662	mmcO_1	1.16.3.1	COG2132	Multicopper oxidase MmcO
BINKAFHJ_04169	CDS	435				hypothetical protein
BINKAFHJ_04170	CDS	858	htpX_2	3.4.24.-		Protease HtpX
BINKAFHJ_04171	CDS	570				hypothetical protein
BINKAFHJ_04172	CDS	516	resA_5		COG0526	Thiol-disulfide oxidoreductase ResA
BINKAFHJ_04173	CDS	858				hypothetical protein
BINKAFHJ_04174	CDS	807	lgt_2	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
BINKAFHJ_04175	CDS	411	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
BINKAFHJ_04176	CDS	264				hypothetical protein
BINKAFHJ_04177	CDS	1164	mmcO_2	1.16.3.1	COG2132	Multicopper oxidase MmcO
BINKAFHJ_04178	CDS	468				hypothetical protein
BINKAFHJ_04179	CDS	903				hypothetical protein
BINKAFHJ_04180	CDS	204				hypothetical protein
BINKAFHJ_04181	CDS	378	cadC_1			Cadmium resistance transcriptional regulatory protein CadC
BINKAFHJ_04182	CDS	2145	cadA_3	3.6.3.3		Cadmium-transporting ATPase
BINKAFHJ_04183	CDS	564				hypothetical protein
BINKAFHJ_04184	CDS	564	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
BINKAFHJ_04185	CDS	1050				hypothetical protein
BINKAFHJ_04186	CDS	522	resA_6			Thiol-disulfide oxidoreductase ResA
BINKAFHJ_04187	CDS	591	ycgJ	2.1.1.-		putative methyltransferase YcgJ
BINKAFHJ_04188	CDS	744				hypothetical protein
BINKAFHJ_04189	misc_RNA	86				c-di-GMP-I
BINKAFHJ_04190	CDS	189				hypothetical protein
BINKAFHJ_04191	CDS	1104	xylB_8	1.1.1.90		Aryl-alcohol dehydrogenase
BINKAFHJ_04192	CDS	1446	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
BINKAFHJ_04193	CDS	1086	xylA_2			Xylene monooxygenase electron transfer component
BINKAFHJ_04194	CDS	1122	alkB1	1.14.15.3		Alkane 1-monooxygenase 1
BINKAFHJ_04195	CDS	1767				hypothetical protein
BINKAFHJ_04196	CDS	891	eamA_2		COG0697	putative amino-acid metabolite efflux pump
BINKAFHJ_04197	CDS	276	btuD_14	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
BINKAFHJ_04198	CDS	903	hcaR_2			Hca operon transcriptional activator HcaR
BINKAFHJ_04199	CDS	2061	apc3_4	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
BINKAFHJ_04200	CDS	1752	apc4_4	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
BINKAFHJ_04201	CDS	1122		3.4.-.-		putative peptidase
BINKAFHJ_04202	CDS	777				hypothetical protein
BINKAFHJ_04203	CDS	1038				hypothetical protein
BINKAFHJ_04204	CDS	786	cmpD_5	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
BINKAFHJ_04205	CDS	831	ssuC_10		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BINKAFHJ_04206	CDS	795	ssuC_11		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BINKAFHJ_04207	CDS	1143				hypothetical protein
BINKAFHJ_04208	CDS	1329				hypothetical protein
BINKAFHJ_04209	CDS	912				hypothetical protein
BINKAFHJ_04210	CDS	468	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
BINKAFHJ_04211	CDS	864	qorB_2	1.6.5.2	COG0702	Quinone oxidoreductase 2
BINKAFHJ_04212	CDS	1437	emrY			putative multidrug resistance protein EmrY
BINKAFHJ_04213	CDS	1503	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
BINKAFHJ_04214	CDS	240				hypothetical protein
BINKAFHJ_04215	CDS	723	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BINKAFHJ_04216	CDS	771	lptB_9	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BINKAFHJ_04217	CDS	1041				hypothetical protein
BINKAFHJ_04218	CDS	876	livH_13		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BINKAFHJ_04219	CDS	1185				hypothetical protein
BINKAFHJ_04220	CDS	762	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BINKAFHJ_04221	CDS	462	nphA2_3	1.5.1.36		NADH-dependent flavin reductase
BINKAFHJ_04222	CDS	486	nagH_2	1.14.13.172		Salicylate 5-hydroxylase, small oxygenase component
BINKAFHJ_04223	CDS	1152	andAc_2	1.14.12.1		Anthranilate 1,2-dioxygenase large subunit
BINKAFHJ_04224	CDS	726	kdgR_5		COG1414	Transcriptional regulator KdgR
BINKAFHJ_04225	CDS	951	mhpB_2	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
BINKAFHJ_04226	CDS	861	hsaD_2	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
BINKAFHJ_04227	CDS	1485	hpaH_6	1.14.14.8	COG2368	Anthranilate 3-monooxygenase oxygenase component
BINKAFHJ_04228	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
BINKAFHJ_04229	CDS	633				hypothetical protein
BINKAFHJ_04230	CDS	312				hypothetical protein
BINKAFHJ_04231	CDS	912	gltC_3			HTH-type transcriptional regulator GltC
BINKAFHJ_04232	CDS	810	metN_4	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BINKAFHJ_04233	CDS	570	gsiA	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
BINKAFHJ_04234	CDS	468	mutL			DNA mismatch repair protein MutL
BINKAFHJ_04235	CDS	777	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
BINKAFHJ_04236	CDS	984	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BINKAFHJ_04237	CDS	243	hfq		COG1923	RNA-binding protein Hfq
BINKAFHJ_04238	CDS	2670	mtgA_2	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
BINKAFHJ_04239	CDS	702				hypothetical protein
BINKAFHJ_04240	CDS	666	est	3.1.1.1		Carboxylesterase
BINKAFHJ_04241	CDS	624				hypothetical protein
BINKAFHJ_04242	CDS	234	tatA_2			Sec-independent protein translocase protein TatA
BINKAFHJ_04243	CDS	1674				hypothetical protein
BINKAFHJ_04244	CDS	261	tatA_3			Sec-independent protein translocase protein TatA
BINKAFHJ_04245	CDS	726	tatC1		COG0805	Sec-independent protein translocase protein TatCd
BINKAFHJ_04246	CDS	696	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
BINKAFHJ_04247	CDS	996	spoVK		COG0464	Stage V sporulation protein K
BINKAFHJ_04248	CDS	1335	hflX		COG2262	GTPase HflX
BINKAFHJ_04249	CDS	1248				hypothetical protein
BINKAFHJ_04250	CDS	414	glnR		COG0789	HTH-type transcriptional regulator GlnR
BINKAFHJ_04251	CDS	1338	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
BINKAFHJ_04252	CDS	621	lexA	3.4.21.88	COG1974	LexA repressor
BINKAFHJ_04253	CDS	360	yneA			Cell division suppressor protein YneA
BINKAFHJ_04254	CDS	195				hypothetical protein
BINKAFHJ_04255	CDS	990	yhdN_4	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BINKAFHJ_04256	CDS	510				hypothetical protein
BINKAFHJ_04257	CDS	801	ppaX_3	3.6.1.1		Pyrophosphatase PpaX
BINKAFHJ_04258	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
BINKAFHJ_04259	CDS	3435	metH	2.1.1.13	COG0646	Methionine synthase
BINKAFHJ_04260	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
BINKAFHJ_04261	CDS	231	tlp			Small, acid-soluble spore protein Tlp
BINKAFHJ_04262	CDS	369				hypothetical protein
BINKAFHJ_04263	CDS	693	yohK		COG1346	Inner membrane protein YohK
BINKAFHJ_04264	CDS	771				hypothetical protein
BINKAFHJ_04265	CDS	945	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
BINKAFHJ_04266	CDS	963	yfhP_2		COG1988	putative protein YfhP
BINKAFHJ_04267	misc_RNA	82				c-di-GMP-II
BINKAFHJ_04268	CDS	1671				hypothetical protein
BINKAFHJ_04269	CDS	1044	pilT		COG2805	Twitching mobility protein
BINKAFHJ_04270	CDS	1218	epsF		COG1459	Type II secretion system protein F
BINKAFHJ_04271	CDS	378				hypothetical protein
BINKAFHJ_04272	CDS	828	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
BINKAFHJ_04273	CDS	1218				hypothetical protein
BINKAFHJ_04274	CDS	1014				hypothetical protein
BINKAFHJ_04275	CDS	834				hypothetical protein
BINKAFHJ_04276	CDS	630				hypothetical protein
BINKAFHJ_04277	CDS	534				hypothetical protein
BINKAFHJ_04278	CDS	507				hypothetical protein
BINKAFHJ_04279	CDS	2202				hypothetical protein
BINKAFHJ_04280	CDS	207				hypothetical protein
BINKAFHJ_04281	CDS	318				hypothetical protein
BINKAFHJ_04282	CDS	1026				hypothetical protein
BINKAFHJ_04283	CDS	765	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BINKAFHJ_04284	CDS	267				hypothetical protein
BINKAFHJ_04285	CDS	507				hypothetical protein
BINKAFHJ_04286	CDS	1050				hypothetical protein
BINKAFHJ_04287	CDS	621			COG0586	putative membrane protein
BINKAFHJ_04288	CDS	714				hypothetical protein
BINKAFHJ_04289	CDS	570	xpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BINKAFHJ_04290	CDS	324				hypothetical protein
BINKAFHJ_04291	CDS	237				hypothetical protein
BINKAFHJ_04292	CDS	210				hypothetical protein
BINKAFHJ_04293	CDS	225				hypothetical protein
BINKAFHJ_04294	CDS	105				hypothetical protein
BINKAFHJ_04295	tRNA	84				tRNA-Leu(cag)
BINKAFHJ_04296	CDS	372	cadC_2			Cadmium resistance transcriptional regulatory protein CadC
BINKAFHJ_04297	CDS	2124	cadA_4	3.6.3.3		Cadmium-transporting ATPase
BINKAFHJ_04298	CDS	210				hypothetical protein
BINKAFHJ_04299	CDS	486		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
BINKAFHJ_04300	CDS	1767	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
BINKAFHJ_04301	CDS	294				hypothetical protein
BINKAFHJ_04302	CDS	414	yjdF			putative protein YjdF
BINKAFHJ_04303	misc_RNA	133				yjdF
BINKAFHJ_04304	CDS	204				hypothetical protein
BINKAFHJ_04305	CDS	939				hypothetical protein
BINKAFHJ_04306	CDS	1059				hypothetical protein
BINKAFHJ_04307	CDS	1812	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
BINKAFHJ_04308	CDS	846	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
BINKAFHJ_04309	CDS	840	dat_2	2.6.1.21		D-alanine aminotransferase
BINKAFHJ_04310	CDS	2583				hypothetical protein
BINKAFHJ_04311	CDS	1278		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
BINKAFHJ_04312	CDS	1002	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
BINKAFHJ_04313	CDS	993	iolG_19	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BINKAFHJ_04314	CDS	462				hypothetical protein
BINKAFHJ_04315	CDS	1017	rssB_4			Regulator of RpoS
BINKAFHJ_04316	CDS	1839				hypothetical protein
BINKAFHJ_04317	CDS	1521	lipO_1		COG1653	Lipoprotein LipO
BINKAFHJ_04318	CDS	1548				hypothetical protein
BINKAFHJ_04319	CDS	957	yteP		COG4209	putative multiple-sugar transport system permease YteP
BINKAFHJ_04320	CDS	870	ycjP_5		COG0395	Inner membrane ABC transporter permease protein YcjP
BINKAFHJ_04321	CDS	1707	nag3	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
BINKAFHJ_04322	CDS	636	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
BINKAFHJ_04323	CDS	1434	betC	3.1.6.6	COG3119	Choline-sulfatase
BINKAFHJ_04324	CDS	693				hypothetical protein
BINKAFHJ_04325	CDS	240				hypothetical protein
BINKAFHJ_04326	CDS	294				hypothetical protein
BINKAFHJ_04327	CDS	585				hypothetical protein
BINKAFHJ_04328	CDS	1098				hypothetical protein
BINKAFHJ_04329	CDS	1158				hypothetical protein
BINKAFHJ_04330	CDS	1491	gerAA_3			Spore germination protein A1
BINKAFHJ_04331	CDS	204				hypothetical protein
BINKAFHJ_04332	CDS	249				hypothetical protein
BINKAFHJ_04333	CDS	906	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
BINKAFHJ_04334	CDS	447				hypothetical protein
BINKAFHJ_04335	CDS	1632	xerD_4			Tyrosine recombinase XerD
BINKAFHJ_04336	CDS	1398	xerC_3			Tyrosine recombinase XerC
BINKAFHJ_04337	CDS	1107	xerD_5		COG4974	Tyrosine recombinase XerD
BINKAFHJ_04338	CDS	495	ssbA		COG0629	Single-stranded DNA-binding protein A
BINKAFHJ_04339	CDS	285	rpsF		COG0360	30S ribosomal protein S6
BINKAFHJ_04340	CDS	186				hypothetical protein
BINKAFHJ_04341	CDS	252				hypothetical protein
BINKAFHJ_04342	CDS	1455	bicA		COG0659	Bicarbonate transporter BicA
BINKAFHJ_04343	tRNA	91				tRNA-Ser(cga)
BINKAFHJ_04344	CDS	234				hypothetical protein
BINKAFHJ_04345	CDS	927	mscS		COG0668	Small-conductance mechanosensitive channel
BINKAFHJ_04346	CDS	240				hypothetical protein
BINKAFHJ_04347	CDS	630				hypothetical protein
BINKAFHJ_04348	CDS	480				hypothetical protein
BINKAFHJ_04349	CDS	1158	csd	2.8.1.7		putative cysteine desulfurase
BINKAFHJ_04350	CDS	861	spo0J		COG1475	Stage 0 sporulation protein J
BINKAFHJ_04351	CDS	759	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
BINKAFHJ_04352	CDS	819	noc_2		COG1475	Nucleoid occlusion protein
BINKAFHJ_04353	CDS	732	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
BINKAFHJ_04354	CDS	1890	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
BINKAFHJ_04355	CDS	1377	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
BINKAFHJ_04356	CDS	618				hypothetical protein
BINKAFHJ_04357	CDS	759	misCA		COG0706	Membrane protein insertase MisCA
BINKAFHJ_04358	CDS	366	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
BINKAFHJ_04359	CDS	1365	dnaA		COG0593	Chromosomal replication initiator protein DnaA
BINKAFHJ_04360	CDS	1143	dnaN		COG0592	Beta sliding clamp
BINKAFHJ_04361	CDS	219				hypothetical protein
BINKAFHJ_04362	CDS	1107	recF_1		COG1195	DNA replication and repair protein RecF
BINKAFHJ_04363	CDS	249				hypothetical protein
BINKAFHJ_04364	CDS	1914	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
BINKAFHJ_04365	CDS	861				hypothetical protein
BINKAFHJ_04366	CDS	2517	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
BINKAFHJ_04367	CDS	1068				hypothetical protein
BINKAFHJ_04368	CDS	1014	lnpD	5.1.3.2		UDP-glucose 4-epimerase
BINKAFHJ_04369	tRNA	74				tRNA-Glu(ttc)
BINKAFHJ_04370	tRNA	83				tRNA-Leu(gag)
BINKAFHJ_04371	CDS	420	ydaG		COG3871	General stress protein 26
BINKAFHJ_04372	tRNA	82				tRNA-Leu(gag)
BINKAFHJ_04373	CDS	180				hypothetical protein
BINKAFHJ_04374	CDS	747	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
BINKAFHJ_04375	CDS	1389				hypothetical protein
BINKAFHJ_04376	CDS	450				hypothetical protein
BINKAFHJ_04377	CDS	1128	nfo_2	3.1.21.2		endonuclease 4
BINKAFHJ_04378	CDS	894	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
BINKAFHJ_04379	CDS	1146				hypothetical protein
BINKAFHJ_04380	CDS	2004	tkt_2	2.2.1.1		Transketolase
BINKAFHJ_04381	CDS	318	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
BINKAFHJ_04382	CDS	1254	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
BINKAFHJ_04383	CDS	1356	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
BINKAFHJ_04384	CDS	642	yigZ		COG1739	IMPACT family member YigZ
BINKAFHJ_04385	CDS	585	acnR		COG1309	HTH-type transcriptional repressor AcnR
BINKAFHJ_04386	CDS	402				hypothetical protein
BINKAFHJ_04387	CDS	222				hypothetical protein
BINKAFHJ_04388	CDS	345				hypothetical protein
BINKAFHJ_04389	CDS	948				hypothetical protein
BINKAFHJ_04390	CDS	963	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
BINKAFHJ_04391	CDS	330				hypothetical protein
BINKAFHJ_04392	CDS	261				hypothetical protein
BINKAFHJ_04393	CDS	1446	clsA_3	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
BINKAFHJ_04394	CDS	363				hypothetical protein
BINKAFHJ_04395	CDS	396				hypothetical protein
BINKAFHJ_04396	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
BINKAFHJ_04397	CDS	375				hypothetical protein
BINKAFHJ_04398	CDS	987				hypothetical protein
BINKAFHJ_04399	CDS	576				hypothetical protein
BINKAFHJ_04400	CDS	213				hypothetical protein
BINKAFHJ_04401	CDS	579	opcR		COG1510	HTH-type transcriptional repressor OpcR
BINKAFHJ_04402	CDS	1209	opuAA	3.6.3.32	COG4175	Glycine betaine transport ATP-binding protein OpuAA
BINKAFHJ_04403	CDS	843	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
BINKAFHJ_04404	CDS	903	opuAC		COG2113	Glycine betaine-binding protein OpuAC
BINKAFHJ_04405	CDS	231				hypothetical protein
BINKAFHJ_04406	CDS	930				IS110 family transposase ISGka2
BINKAFHJ_04407	CDS	1767				hypothetical protein
BINKAFHJ_04408	CDS	966	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
BINKAFHJ_04409	CDS	573				hypothetical protein
BINKAFHJ_04410	CDS	342				hypothetical protein
BINKAFHJ_04411	CDS	789				hypothetical protein
BINKAFHJ_04412	CDS	1059	resA_7			Thiol-disulfide oxidoreductase ResA
BINKAFHJ_04413	CDS	1404		1.1.1.38		NAD-dependent malic enzyme
BINKAFHJ_04414	CDS	837				hypothetical protein
BINKAFHJ_04415	CDS	966	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
BINKAFHJ_04416	CDS	381				hypothetical protein
BINKAFHJ_04417	CDS	354				hypothetical protein
BINKAFHJ_04418	CDS	429				hypothetical protein
BINKAFHJ_04419	CDS	900			COG0053	putative cation efflux system protein
BINKAFHJ_04420	CDS	1266			COG2081	putative protein
BINKAFHJ_04421	CDS	255				hypothetical protein
BINKAFHJ_04422	CDS	1326				hypothetical protein
BINKAFHJ_04423	misc_RNA	88				BsrC
BINKAFHJ_04424	CDS	132				hypothetical protein
BINKAFHJ_04425	CDS	429				hypothetical protein
